Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Reporting Type],[Sex],[Units]
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","21.73611","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","ALLAREA","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","24.65278","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","RURAL","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","19.09722","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","URBAN","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","2.98611","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","URBAN","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","6.52778","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","6.52778","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","RURAL","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","6.52778","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","URBAN","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","18.47222","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","ALLAREA","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","19.65278","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","RURAL","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","17.43056","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","65+","URBAN","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","3.47222","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","8","Albania","2011","3.88889","2010-2011","","","","","Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.","","Unpaid domestic work includes ""Other unpaid work"" and ""Travel related to unpaid work"". Unpaid domestic work might include small amount of time spent on production of goods for own final use.","10+","RURAL","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","12","Algeria","2012","20.83333","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid domestic and care work is not included.","12+","URBAN","CA","G","FEMALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","12","Algeria","2012","3.75","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid domestic and care work is not included.","12+","ALLAREA","CA","G","MALE","PERCENT"
"5","5.4","5.4.1","SL_DOM_TSPD","Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)","12","Algeria","2012","3.33333","2012","","","","","Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.","","Travel related to unpaid domestic and care work is not included.","12+","RURAL","CA","G","MALE","PERCENT"
